Season,Date,MatchWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2019-2020,2019-09-22,6,West Ham,Man United,2,0,H
2019-2020,2019-09-22,6,Arsenal,Aston Villa,3,2,H
2019-2020,2019-09-22,6,Chelsea,Liverpool,1,2,A
2019-2020,2019-09-28,7,Sheffield United,Liverpool,0,1,A
2019-2020,2019-09-28,7,Aston Villa,Burnley,2,2,D
2019-2020,2019-09-28,7,Bournemouth,West Ham,2,2,D
2019-2020,2019-09-28,7,Chelsea,Brighton,2,0,H
2019-2020,2019-09-28,7,Crystal Palace,Norwich,2,0,H
2019-2020,2019-09-28,7,Tottenham,Southampton,2,1,H
2019-2020,2019-09-28,7,Wolves,Watford,2,0,H
2019-2020,2019-09-28,7,Everton,Man City,1,3,A
2019-2020,2019-09-29,7,Leicester,Newcastle,5,0,H
2019-2020,2019-09-30,7,Man United,Arsenal,1,1,D
2019-2020,2019-10-05,8,Brighton,Tottenham,3,0,H
2019-2020,2019-10-05,8,Burnley,Everton,1,0,H
2019-2020,2019-10-05,8,Liverpool,Leicester,2,1,H
2019-2020,2019-10-05,8,Norwich,Aston Villa,1,5,A
2019-2020,2019-10-05,8,Watford,Sheffield United,0,0,D
2019-2020,2019-10-05,8,West Ham,Crystal Palace,1,2,A
2019-2020,2019-10-06,8,Arsenal,Bournemouth,1,0,H
2019-2020,2019-10-06,8,Man City,Wolves,0,2,A
2019-2020,2019-10-06,8,Southampton,Chelsea,1,4,A
2019-2020,2019-10-06,8,Newcastle,Man United,1,0,H
2019-2020,2019-10-19,9,Everton,West Ham,2,0,H
2019-2020,2019-10-19,9,Aston Villa,Brighton,2,1,H
2019-2020,2019-10-19,9,Bournemouth,Norwich,0,0,D
2019-2020,2019-10-19,9,Chelsea,Newcastle,1,0,H
2019-2020,2019-10-19,9,Leicester,Burnley,2,1,H
2019-2020,2019-10-19,9,Tottenham,Watford,1,1,D
2019-2020,2019-10-19,9,Wolves,Southampton,1,1,D
2019-2020,2019-10-19,9,Crystal Palace,Man City,0,2,A
2019-2020,2019-10-20,9,Man United,Liverpool,1,1,D
2019-2020,2019-10-21,9,Sheffield United,Arsenal,1,0,H
2019-2020,2019-10-25,10,Southampton,Leicester,0,9,A
2019-2020,2019-10-26,10,Man City,Aston Villa,3,0,H
2019-2020,2019-10-26,10,Brighton,Everton,3,2,H
2019-2020,2019-10-26,10,Watford,Bournemouth,0,0,D
2019-2020,2019-10-26,10,West Ham,Sheffield United,1,1,D
2019-2020,2019-10-26,10,Burnley,Chelsea,2,4,A
2019-2020,2019-10-27,10,Newcastle,Wolves,1,1,D
2019-2020,2019-10-27,10,Arsenal,Crystal Palace,2,2,D
2019-2020,2019-10-27,10,Liverpool,Tottenham,2,1,H
2019-2020,2019-10-27,10,Norwich,Man United,1,3,A
2019-2020,2019-11-02,11,Bournemouth,Man United,1,0,H
2019-2020,2019-11-02,11,Arsenal,Wolves,1,1,D
2019-2020,2019-11-02,11,Aston Villa,Liverpool,1,2,A
2019-2020,2019-11-02,11,Brighton,Norwich,2,0,H
2019-2020,2019-11-02,11,Man City,Southampton,2,1,H
2019-2020,2019-11-02,11,Sheffield United,Burnley,3,0,H
2019-2020,2019-11-02,11,West Ham,Newcastle,2,3,A
2019-2020,2019-11-02,11,Watford,Chelsea,1,2,A
2019-2020,2019-11-03,11,Crystal Palace,Leicester,0,2,A
2019-2020,2019-11-03,11,Everton,Tottenham,1,1,D
2019-2020,2019-11-08,12,Norwich,Watford,0,2,A
2019-2020,2019-11-09,12,Chelsea,Crystal Palace,2,0,H
2019-2020,2019-11-09,12,Burnley,West Ham,3,0,H
2019-2020,2019-11-09,12,Newcastle,Bournemouth,2,1,H
2019-2020,2019-11-09,12,Southampton,Everton,1,2,A
2019-2020,2019-11-09,12,Tottenham,Sheffield United,1,1,D
2019-2020,2019-11-09,12,Leicester,Arsenal,2,0,H
2019-2020,2019-11-10,12,Man United,Brighton,3,1,H
2019-2020,2019-11-10,12,Wolves,Aston Villa,2,1,H
2019-2020,2019-11-10,12,Liverpool,Man City,3,1,H
2019-2020,2019-11-23,13,West Ham,Tottenham,2,3,A
2019-2020,2019-11-23,13,Arsenal,Southampton,2,2,D
2019-2020,2019-11-23,13,Bournemouth,Wolves,1,2,A
2019-2020,2019-11-23,13,Brighton,Leicester,0,2,A
2019-2020,2019-11-23,13,Crystal Palace,Liverpool,1,2,A
2019-2020,2019-11-23,13,Everton,Norwich,0,2,A
2019-2020,2019-11-23,13,Watford,Burnley,0,3,A
2019-2020,2019-11-23,13,Man City,Chelsea,2,1,H
2019-2020,2019-11-24,13,Sheffield United,Man United,3,3,D
2019-2020,2019-11-25,13,Aston Villa,Newcastle,2,0,H
2019-2020,2019-11-30,14,Newcastle,Man City,2,2,D
2019-2020,2019-11-30,14,Burnley,Crystal Palace,0,2,A
2019-2020,2019-11-30,14,Chelsea,West Ham,0,1,A
2019-2020,2019-11-30,14,Liverpool,Brighton,2,1,H
2019-2020,2019-11-30,14,Tottenham,Bournemouth,3,2,H
2019-2020,2019-11-30,14,Southampton,Watford,2,1,H
2019-2020,2019-12-01,14,Norwich,Arsenal,2,2,D
2019-2020,2019-12-01,14,Wolves,Sheffield United,1,1,D
2019-2020,2019-12-01,14,Leicester,Everton,2,1,H
2019-2020,2019-12-01,14,Man United,Aston Villa,2,2,D
2019-2020,2019-12-03,15,Crystal Palace,Bournemouth,1,0,H
2019-2020,2019-12-03,15,Burnley,Man City,1,4,A
2019-2020,2019-12-04,15,Chelsea,Aston Villa,2,1,H
2019-2020,2019-12-04,15,Leicester,Watford,2,0,H
2019-2020,2019-12-04,15,Man United,Tottenham,2,1,H
2019-2020,2019-12-04,15,Southampton,Norwich,2,1,H
2019-2020,2019-12-04,15,Wolves,West Ham,2,0,H
2019-2020,2019-12-04,15,Liverpool,Everton,5,2,H
2019-2020,2019-12-05,15,Sheffield United,Newcastle,0,2,A
2019-2020,2019-12-05,15,Arsenal,Brighton,1,2,A
2019-2020,2019-12-07,16,Everton,Chelsea,3,1,H
2019-2020,2019-12-07,16,Bournemouth,Liverpool,0,3,A
2019-2020,2019-12-07,16,Tottenham,Burnley,5,0,H
2019-2020,2019-12-07,16,Watford,Crystal Palace,0,0,D
2019-2020,2019-12-07,16,Man City,Man United,1,2,A
2019-2020,2019-12-08,16,Aston Villa,Leicester,1,4,A
2019-2020,2019-12-08,16,Newcastle,Southampton,2,1,H
2019-2020,2019-12-08,16,Norwich,Sheffield United,1,2,A
2019-2020,2019-12-08,16,Brighton,Wolves,2,2,D
2019-2020,2019-12-09,16,West Ham,Arsenal,1,3,A
2019-2020,2019-12-14,17,Liverpool,Watford,2,0,H
2019-2020,2019-12-14,17,Burnley,Newcastle,1,0,H
2019-2020,2019-12-14,17,Chelsea,Bournemouth,0,1,A
2019-2020,2019-12-14,17,Leicester,Norwich,1,1,D
2019-2020,2019-12-14,17,Sheffield United,Aston Villa,2,0,H
2019-2020,2019-12-14,17,Southampton,West Ham,0,1,A
2019-2020,2019-12-15,17,Man United,Everton,1,1,D
2019-2020,2019-12-15,17,Wolves,Tottenham,1,2,A
2019-2020,2019-12-15,17,Arsenal,Man City,0,3,A
2019-2020,2019-12-16,17,Crystal Palace,Brighton,1,1,D
2019-2020,2019-12-21,18,Everton,Arsenal,0,0,D
2019-2020,2019-12-21,18,Aston Villa,Southampton,1,3,A
2019-2020,2019-12-21,18,Bournemouth,Burnley,0,1,A
2019-2020,2019-12-21,18,Brighton,Sheffield United,0,1,A
2019-2020,2019-12-21,18,Newcastle,Crystal Palace,1,0,H
2019-2020,2019-12-21,18,Norwich,Wolves,1,2,A
2019-2020,2019-12-21,18,Man City,Leicester,3,1,H
2019-2020,2019-12-22,18,Watford,Man United,2,0,H
2019-2020,2019-12-22,18,Tottenham,Chelsea,0,2,A
2019-2020,2019-12-26,19,Tottenham,Brighton,2,1,H
2019-2020,2019-12-26,19,Aston Villa,Norwich,1,0,H
2019-2020,2019-12-26,19,Bournemouth,Arsenal,1,1,D
2019-2020,2019-12-26,19,Chelsea,Southampton,0,2,A
2019-2020,2019-12-26,19,Crystal Palace,West Ham,2,1,H
2019-2020,2019-12-26,19,Everton,Burnley,1,0,H
2019-2020,2019-12-26,19,Sheffield United,Watford,1,1,D
2019-2020,2019-12-26,19,Man United,Newcastle,4,1,H
2019-2020,2019-12-26,19,Leicester,Liverpool,0,4,A
2019-2020,2019-12-27,19,Wolves,Man City,3,2,H
2019-2020,2019-12-28,20,Brighton,Bournemouth,2,0,H
2019-2020,2019-12-28,20,Newcastle,Everton,1,2,A
2019-2020,2019-12-28,20,Southampton,Crystal Palace,1,1,D
2019-2020,2019-12-28,20,Watford,Aston Villa,3,0,H
2019-2020,2019-12-28,20,Norwich,Tottenham,2,2,D
2019-2020,2019-12-28,20,West Ham,Leicester,1,2,A
2019-2020,2019-12-28,20,Burnley,Man United,0,2,A
2019-2020,2019-12-29,20,Arsenal,Chelsea,1,2,A
2019-2020,2019-12-29,20,Liverpool,Wolves,1,0,H
2019-2020,2019-12-29,20,Man City,Sheffield United,2,0,H
2019-2020,2020-01-01,21,Brighton,Chelsea,1,1,D
2019-2020,2020-01-01,21,Burnley,Aston Villa,1,2,A
2019-2020,2020-01-01,21,Newcastle,Leicester,0,3,A
2019-2020,2020-01-01,21,Southampton,Tottenham,1,0,H
2019-2020,2020-01-01,21,Watford,Wolves,2,1,H
2019-2020,2020-01-01,21,Man City,Everton,2,1,H
2019-2020,2020-01-01,21,Norwich,Crystal Palace,1,1,D
2019-2020,2020-01-01,21,West Ham,Bournemouth,4,0,H
2019-2020,2020-01-01,21,Arsenal,Man United,2,0,H
2019-2020,2020-01-02,21,Liverpool,Sheffield United,2,0,H
2019-2020,2020-01-10,22,Sheffield United,West Ham,1,0,H
2019-2020,2020-01-11,22,Crystal Palace,Arsenal,1,1,D
2019-2020,2020-01-11,22,Chelsea,Burnley,3,0,H
2019-2020,2020-01-11,22,Everton,Brighton,1,0,H
2019-2020,2020-01-11,22,Leicester,Southampton,1,2,A
2019-2020,2020-01-11,22,Man United,Norwich,4,0,H
2019-2020,2020-01-11,22,Wolves,Newcastle,1,1,D
2019-2020,2020-01-11,22,Tottenham,Liverpool,0,1,A
2019-2020,2020-01-12,22,Bournemouth,Watford,0,3,A
2019-2020,2020-01-12,22,Aston Villa,Man City,1,6,A
2019-2020,2020-01-18,23,Watford,Tottenham,0,0,D
2019-2020,2020-01-18,23,Arsenal,Sheffield United,1,1,D
2019-2020,2020-01-18,23,Brighton,Aston Villa,1,1,D
2019-2020,2020-01-18,23,Man City,Crystal Palace,2,2,D
2019-2020,2020-01-18,23,Norwich,Bournemouth,1,0,H
2019-2020,2020-01-18,23,Southampton,Wolves,2,3,A
2019-2020,2020-01-18,23,West Ham,Everton,1,1,D
2019-2020,2020-01-18,23,Newcastle,Chelsea,1,0,H
2019-2020,2020-01-19,23,Burnley,Leicester,2,1,H
2019-2020,2020-01-19,23,Liverpool,Man United,2,0,H
2019-2020,2020-01-21,24,Aston Villa,Watford,2,1,H
2019-2020,2020-01-21,24,Bournemouth,Brighton,3,1,H
2019-2020,2020-01-21,24,Crystal Palace,Southampton,0,2,A
2019-2020,2020-01-21,24,Everton,Newcastle,2,2,D
2019-2020,2020-01-21,24,Sheffield United,Man City,0,1,A
2019-2020,2020-01-21,24,Chelsea,Arsenal,2,2,D
2019-2020,2020-01-22,24,Leicester,West Ham,4,1,H
2019-2020,2020-01-22,24,Tottenham,Norwich,2,1,H
2019-2020,2020-01-22,24,Man United,Burnley,0,2,A
2019-2020,2020-01-23,24,Wolves,Liverpool,1,2,A
2019-2020,2020-01-29,24,West Ham,Liverpool,0,2,A
2019-2020,2020-02-01,25,Leicester,Chelsea,2,2,D
2019-2020,2020-02-01,25,Bournemouth,Aston Villa,2,1,H
2019-2020,2020-02-01,25,Crystal Palace,Sheffield United,0,1,A
2019-2020,2020-02-01,25,Liverpool,Southampton,4,0,H
2019-2020,2020-02-01,25,Newcastle,Norwich,0,0,D
2019-2020,2020-02-01,25,Watford,Everton,2,3,A
2019-2020,2020-02-01,25,West Ham,Brighton,3,3,D
2019-2020,2020-02-01,25,Man United,Wolves,0,0,D
2019-2020,2020-02-02,25,Burnley,Arsenal,0,0,D
2019-2020,2020-02-02,25,Tottenham,Man City,2,0,H
2019-2020,2020-02-08,26,Everton,Crystal Palace,3,1,H
2019-2020,2020-02-08,26,Brighton,Watford,1,1,D
2019-2020,2020-02-09,26,Sheffield United,Bournemouth,2,1,H
2019-2020,2020-02-14,26,Wolves,Leicester,0,0,D
2019-2020,2020-02-15,26,Southampton,Burnley,1,2,A
2019-2020,2020-02-15,26,Norwich,Liverpool,0,1,A
2019-2020,2020-02-16,26,Aston Villa,Tottenham,2,3,A
2019-2020,2020-02-16,26,Arsenal,Newcastle,4,0,H
2019-2020,2020-02-17,26,Chelsea,Man United,0,2,A
2019-2020,2020-02-19,26,Man City,West Ham,2,0,H
2019-2020,2020-02-22,27,Chelsea,Tottenham,2,1,H
2019-2020,2020-02-22,27,Burnley,Bournemouth,3,0,H
2019-2020,2020-02-22,27,Crystal Palace,Newcastle,1,0,H
2019-2020,2020-02-22,27,Sheffield United,Brighton,1,1,D
2019-2020,2020-02-22,27,Southampton,Aston Villa,2,0,H
2019-2020,2020-02-22,27,Leicester,Man City,0,1,A
2019-2020,2020-02-23,27,Man United,Watford,3,0,H
2019-2020,2020-02-23,27,Wolves,Norwich,3,0,H
2019-2020,2020-02-23,27,Arsenal,Everton,3,2,H
2019-2020,2020-02-24,27,Liverpool,West Ham,3,2,H
2019-2020,2020-02-28,28,Norwich,Leicester,1,0,H
2019-2020,2020-02-29,28,Brighton,Crystal Palace,0,1,A
2019-2020,2020-02-29,28,Bournemouth,Chelsea,2,2,D
2019-2020,2020-02-29,28,Newcastle,Burnley,0,0,D
2019-2020,2020-02-29,28,West Ham,Southampton,3,1,H
2019-2020,2020-02-29,28,Watford,Liverpool,3,0,H
2019-2020,2020-03-01,28,Everton,Man United,1,1,D
2019-2020,2020-03-01,28,Tottenham,Wolves,2,3,A
2019-2020,2020-03-07,29,Liverpool,Bournemouth,2,1,H
2019-2020,2020-03-07,29,Arsenal,West Ham,1,0,H
2019-2020,2020-03-07,29,Crystal Palace,Watford,1,0,H
2019-2020,2020-03-07,29,Sheffield United,Norwich,1,0,H
2019-2020,2020-03-07,29,Southampton,Newcastle,0,1,A
2019-2020,2020-03-07,29,Wolves,Brighton,0,0,D
2019-2020,2020-03-07,29,Burnley,Tottenham,1,1,D
2019-2020,2020-03-08,29,Chelsea,Everton,4,0,H
2019-2020,2020-03-08,29,Man United,Man City,2,0,H
2019-2020,2020-03-09,29,Leicester,Aston Villa,4,0,H
2019-2020,2020-06-17,30,Aston Villa,Sheffield United,0,0,D
2019-2020,2020-06-17,30,Man City,Arsenal,3,0,H
2019-2020,2020-06-19,30,Norwich,Southampton,0,3,A
2019-2020,2020-06-19,30,Tottenham,Man United,1,1,D
2019-2020,2020-06-20,30,Watford,Leicester,1,1,D
2019-2020,2020-06-20,30,Brighton,Arsenal,2,1,H
2019-2020,2020-06-20,30,West Ham,Wolves,0,2,A
2019-2020,2020-06-20,30,Bournemouth,Crystal Palace,0,2,A
2019-2020,2020-06-21,30,Newcastle,Sheffield United,3,0,H
2019-2020,2020-06-21,30,Aston Villa,Chelsea,1,2,A
2019-2020,2020-06-21,30,Everton,Liverpool,0,0,D
2019-2020,2020-06-22,30,Man City,Burnley,5,0,H
2019-2020,2020-06-23,31,Leicester,Brighton,0,0,D
2019-2020,2020-06-23,31,Tottenham,West Ham,2,0,H
2019-2020,2020-06-24,31,Man United,Sheffield United,3,0,H
2019-2020,2020-06-24,31,Newcastle,Aston Villa,1,1,D
2019-2020,2020-06-24,31,Norwich,Everton,0,1,A
2019-2020,2020-06-24,31,Wolves,Bournemouth,1,0,H
2019-2020,2020-06-24,31,Liverpool,Crystal Palace,4,0,H
2019-2020,2020-06-25,31,Burnley,Watford,1,0,H
2019-2020,2020-06-25,31,Southampton,Arsenal,0,2,A
2019-2020,2020-06-25,31,Chelsea,Man City,2,1,H
2019-2020,2020-06-27,32,Aston Villa,Wolves,0,1,A
2019-2020,2020-06-28,32,Watford,Southampton,1,3,A
2019-2020,2020-06-29,32,Crystal Palace,Burnley,0,1,A
2019-2020,2020-06-30,32,Brighton,Man United,0,3,A
2019-2020,2020-07-01,32,Arsenal,Norwich,4,0,H
2019-2020,2020-07-01,32,Bournemouth,Newcastle,1,4,A
2019-2020,2020-07-01,32,Everton,Leicester,2,1,H
2019-2020,2020-07-01,32,West Ham,Chelsea,3,2,H
2019-2020,2020-07-02,32,Sheffield United,Tottenham,3,1,H
2019-2020,2020-07-02,32,Man City,Liverpool,4,0,H
2019-2020,2020-07-04,33,Norwich,Brighton,0,1,A
2019-2020,2020-07-04,33,Leicester,Crystal Palace,3,0,H
2019-2020,2020-07-04,33,Man United,Bournemouth,5,2,H
2019-2020,2020-07-04,33,Wolves,Arsenal,0,2,A
2019-2020,2020-07-04,33,Chelsea,Watford,3,0,H
2019-2020,2020-07-05,33,Burnley,Sheffield United,1,1,D
2019-2020,2020-07-05,33,Newcastle,West Ham,2,2,D
2019-2020,2020-07-05,33,Liverpool,Aston Villa,2,0,H
2019-2020,2020-07-05,33,Southampton,Man City,1,0,H
2019-2020,2020-07-06,33,Tottenham,Everton,1,0,H
2019-2020,2020-07-07,34,Crystal Palace,Chelsea,2,3,A
2019-2020,2020-07-07,34,Watford,Norwich,2,1,H
2019-2020,2020-07-07,34,Arsenal,Leicester,1,1,D
2019-2020,2020-07-08,34,Man City,Newcastle,5,0,H
2019-2020,2020-07-08,34,Sheffield United,Wolves,1,0,H
2019-2020,2020-07-08,34,West Ham,Burnley,0,1,A
2019-2020,2020-07-08,34,Brighton,Liverpool,1,3,A
2019-2020,2020-07-09,34,Bournemouth,Tottenham,0,0,D
2019-2020,2020-07-09,34,Everton,Southampton,1,1,D
2019-2020,2020-07-09,34,Aston Villa,Man United,0,3,A
2019-2020,2020-07-11,35,Norwich,West Ham,0,4,A
2019-2020,2020-07-11,35,Watford,Newcastle,2,1,H
2019-2020,2020-07-11,35,Liverpool,Burnley,1,1,D
2019-2020,2020-07-11,35,Sheffield United,Chelsea,3,0,H
2019-2020,2020-07-11,35,Brighton,Man City,0,5,A
2019-2020,2020-07-12,35,Wolves,Everton,3,0,H
2019-2020,2020-07-12,35,Aston Villa,Crystal Palace,2,0,H
2019-2020,2020-07-12,35,Tottenham,Arsenal,2,1,H
2019-2020,2020-07-12,35,Bournemouth,Leicester,4,1,H
2019-2020,2020-07-13,35,Man United,Southampton,2,2,D
2019-2020,2020-07-14,36,Chelsea,Norwich,1,0,H
2019-2020,2020-07-15,36,Burnley,Wolves,1,1,D
2019-2020,2020-07-15,36,Man City,Bournemouth,2,1,H
2019-2020,2020-07-15,36,Newcastle,Tottenham,1,3,A
2019-2020,2020-07-15,36,Arsenal,Liverpool,2,1,H
2019-2020,2020-07-16,36,Everton,Aston Villa,1,1,D
2019-2020,2020-07-16,36,Leicester,Sheffield United,2,0,H
2019-2020,2020-07-16,36,Crystal Palace,Man United,0,2,A
2019-2020,2020-07-16,36,Southampton,Brighton,1,1,D
2019-2020,2020-07-17,36,West Ham,Watford,3,1,H
2019-2020,2020-07-18,37,Norwich,Burnley,0,2,A
2019-2020,2020-07-19,37,Bournemouth,Southampton,0,2,A
2019-2020,2020-07-19,37,Tottenham,Leicester,3,0,H
2019-2020,2020-07-20,37,Brighton,Newcastle,0,0,D
2019-2020,2020-07-20,37,Sheffield United,Everton,0,1,A
2019-2020,2020-07-20,37,Wolves,Crystal Palace,2,0,H
2019-2020,2020-07-21,37,Watford,Man City,0,4,A
2019-2020,2020-07-21,37,Aston Villa,Arsenal,1,0,H
2019-2020,2020-07-22,37,Man United,West Ham,1,1,D
2019-2020,2020-07-22,37,Liverpool,Chelsea,5,3,H
2019-2020,2020-07-26,38,Arsenal,Watford,3,2,H
2019-2020,2020-07-26,38,Burnley,Brighton,1,2,A
2019-2020,2020-07-26,38,Chelsea,Wolves,2,0,H
2019-2020,2020-07-26,38,Crystal Palace,Tottenham,1,1,D
2019-2020,2020-07-26,38,Everton,Bournemouth,1,3,A
2019-2020,2020-07-26,38,Leicester,Man United,0,2,A
2019-2020,2020-07-26,38,Man City,Norwich,5,0,H
2019-2020,2020-07-26,38,Newcastle,Liverpool,1,3,A
2019-2020,2020-07-26,38,Southampton,Sheffield United,3,1,H
2019-2020,2020-07-26,38,West Ham,Aston Villa,1,1,D
2020-2021,2020-09-12,1,Fulham,Arsenal,0,3,A
2020-2021,2020-09-12,1,Crystal Palace,Southampton,1,0,H
2020-2021,2020-09-12,1,Liverpool,Leeds,4,3,H
2020-2021,2020-09-12,1,West Ham,Newcastle,0,2,A
2020-2021,2020-09-13,1,West Brom,Leicester,0,3,A
2020-2021,2020-09-13,1,Tottenham,Everton,0,1,A
2020-2021,2020-09-14,1,Brighton,Chelsea,1,3,A
2020-2021,2020-09-14,1,Sheffield United,Wolves,0,2,A
2020-2021,2020-09-19,2,Everton,West Brom,5,2,H
2020-2021,2020-09-19,2,Leeds,Fulham,4,3,H
2020-2021,2020-09-19,2,Man United,Crystal Palace,1,3,A
2020-2021,2020-09-19,2,Arsenal,West Ham,2,1,H
2020-2021,2020-09-20,2,Southampton,Tottenham,2,5,A
2020-2021,2020-09-20,2,Newcastle,Brighton,0,3,A
2020-2021,2020-09-20,2,Chelsea,Liverpool,0,2,A
2020-2021,2020-09-20,2,Leicester,Burnley,4,2,H
2020-2021,2020-09-21,2,Aston Villa,Sheffield United,1,0,H
2020-2021,2020-09-21,2,Wolves,Man City,1,3,A
2020-2021,2020-09-26,3,Brighton,Man United,2,3,A
2020-2021,2020-09-26,3,Crystal Palace,Everton,1,2,A
2020-2021,2020-09-26,3,West Brom,Chelsea,3,3,D
2020-2021,2020-09-26,3,Burnley,Southampton,0,1,A
2020-2021,2020-09-27,3,Sheffield United,Leeds,0,1,A
2020-2021,2020-09-27,3,Tottenham,Newcastle,1,1,D
2020-2021,2020-09-27,3,Man City,Leicester,2,5,A
2020-2021,2020-09-27,3,West Ham,Wolves,4,0,H
2020-2021,2020-09-28,3,Fulham,Aston Villa,0,3,A
2020-2021,2020-09-28,3,Liverpool,Arsenal,3,1,H
2020-2021,2020-10-03,4,Chelsea,Crystal Palace,4,0,H
2020-2021,2020-10-03,4,Everton,Brighton,4,2,H
2020-2021,2020-10-03,4,Leeds,Man City,1,1,D
2020-2021,2020-10-03,4,Newcastle,Burnley,3,1,H
2020-2021,2020-10-04,4,Leicester,West Ham,0,3,A
2020-2021,2020-10-04,4,Southampton,West Brom,2,0,H
2020-2021,2020-10-04,4,Arsenal,Sheffield United,2,1,H
2020-2021,2020-10-04,4,Wolves,Fulham,1,0,H
2020-2021,2020-10-04,4,Man United,Tottenham,1,6,A
2020-2021,2020-10-04,4,Aston Villa,Liverpool,7,2,H
2020-2021,2020-10-17,5,Everton,Liverpool,2,2,D
2020-2021,2020-10-17,5,Chelsea,Southampton,3,3,D
2020-2021,2020-10-17,5,Man City,Arsenal,1,0,H
2020-2021,2020-10-17,5,Newcastle,Man United,1,4,A
2020-2021,2020-10-18,5,Sheffield United,Fulham,1,1,D
2020-2021,2020-10-18,5,Crystal Palace,Brighton,1,1,D
2020-2021,2020-10-18,5,Tottenham,West Ham,3,3,D
2020-2021,2020-10-18,5,Leicester,Aston Villa,0,1,A
2020-2021,2020-10-19,5,West Brom,Burnley,0,0,D
2020-2021,2020-10-19,5,Leeds,Wolves,0,1,A
2020-2021,2020-10-23,6,Aston Villa,Leeds,0,3,A
2020-2021,2020-10-24,6,West Ham,Man City,1,1,D
2020-2021,2020-10-24,6,Fulham,Crystal Palace,1,2,A
2020-2021,2020-10-24,6,Man United,Chelsea,0,0,D
2020-2021,2020-10-24,6,Liverpool,Sheffield United,2,1,H
2020-2021,2020-10-25,6,Southampton,Everton,2,0,H
2020-2021,2020-10-25,6,Wolves,Newcastle,1,1,D
2020-2021,2020-10-25,6,Arsenal,Leicester,0,1,A
2020-2021,2020-10-26,6,Brighton,West Brom,1,1,D
2020-2021,2020-10-26,6,Burnley,Tottenham,0,1,A
2020-2021,2020-10-30,7,Wolves,Crystal Palace,2,0,H
2020-2021,2020-10-31,7,Sheffield United,Man City,0,1,A
2020-2021,2020-10-31,7,Burnley,Chelsea,0,3,A
2020-2021,2020-10-31,7,Liverpool,West Ham,2,1,H
2020-2021,2020-11-01,7,Aston Villa,Southampton,3,4,A
2020-2021,2020-11-01,7,Newcastle,Everton,2,1,H
2020-2021,2020-11-01,7,Man United,Arsenal,0,1,A
2020-2021,2020-11-01,7,Tottenham,Brighton,2,1,H
2020-2021,2020-11-02,7,Fulham,West Brom,2,0,H
2020-2021,2020-11-02,7,Leeds,Leicester,1,4,A
2020-2021,2020-11-06,8,Brighton,Burnley,0,0,D
2020-2021,2020-11-06,8,Southampton,Newcastle,2,0,H
2020-2021,2020-11-07,8,Everton,Man United,1,3,A
2020-2021,2020-11-07,8,Crystal Palace,Leeds,4,1,H
2020-2021,2020-11-07,8,Chelsea,Sheffield United,4,1,H
2020-2021,2020-11-07,8,West Ham,Fulham,1,0,H
2020-2021,2020-11-08,8,West Brom,Tottenham,0,1,A
2020-2021,2020-11-08,8,Leicester,Wolves,1,0,H
2020-2021,2020-11-08,8,Man City,Liverpool,1,1,D
2020-2021,2020-11-08,8,Arsenal,Aston Villa,0,3,A
2020-2021,2020-11-21,9,Newcastle,Chelsea,0,2,A
2020-2021,2020-11-21,9,Aston Villa,Brighton,1,2,A
2020-2021,2020-11-21,9,Tottenham,Man City,2,0,H
2020-2021,2020-11-21,9,Man United,West Brom,1,0,H
2020-2021,2020-11-22,9,Fulham,Everton,2,3,A
2020-2021,2020-11-22,9,Sheffield United,West Ham,0,1,A
2020-2021,2020-11-22,9,Leeds,Arsenal,0,0,D
2020-2021,2020-11-22,9,Liverpool,Leicester,3,0,H
2020-2021,2020-11-23,9,Burnley,Crystal Palace,1,0,H
2020-2021,2020-11-23,9,Wolves,Southampton,1,1,D
2020-2021,2020-11-27,10,Crystal Palace,Newcastle,0,2,A
2020-2021,2020-11-28,10,Brighton,Liverpool,1,1,D
2020-2021,2020-11-28,10,Man City,Burnley,5,0,H
2020-2021,2020-11-28,10,Everton,Leeds,0,1,A
2020-2021,2020-11-28,10,West Brom,Sheffield United,1,0,H
2020-2021,2020-11-29,10,Southampton,Man United,2,3,A
2020-2021,2020-11-29,10,Chelsea,Tottenham,0,0,D
2020-2021,2020-11-29,10,Arsenal,Wolves,1,2,A
2020-2021,2020-11-30,10,Leicester,Fulham,1,2,A
2020-2021,2020-11-30,10,West Ham,Aston Villa,2,1,H
2020-2021,2020-12-05,11,Burnley,Everton,1,1,D
2020-2021,2020-12-05,11,Man City,Fulham,2,0,H
2020-2021,2020-12-05,11,West Ham,Man United,1,3,A
2020-2021,2020-12-05,11,Chelsea,Leeds,3,1,H
2020-2021,2020-12-06,11,West Brom,Crystal Palace,1,5,A
2020-2021,2020-12-06,11,Sheffield United,Leicester,1,2,A
2020-2021,2020-12-06,11,Tottenham,Arsenal,2,0,H
2020-2021,2020-12-06,11,Liverpool,Wolves,4,0,H
2020-2021,2020-12-07,11,Brighton,Southampton,1,2,A
2020-2021,2020-12-11,12,Leeds,West Ham,1,2,A
2020-2021,2020-12-12,12,Wolves,Aston Villa,0,1,A
2020-2021,2020-12-12,12,Newcastle,West Brom,2,1,H
2020-2021,2020-12-12,12,Man United,Man City,0,0,D
2020-2021,2020-12-12,12,Everton,Chelsea,1,0,H
2020-2021,2020-12-13,12,Southampton,Sheffield United,3,0,H
